PEID,Affinity Bloc,People Cluster,Continent,Sub-Continent,Country,Country of Origin,People Group,Global Status of  Evangelical Christianity,Evangelical Engagement,Population,Dispersed (Yes/No),ROL,Language,Religion,Nomadic,Nomadic Type,Nomadic Description,Published Scripture,Jesus Film,Radio Broadcast,Gospel Recording,Audio Scripture,Gospel Films,Resources,Physical Exertion,Freedom Index,Government Restrictions Index,Social Hostilities Index,Threat Level,ROP1,ROP2,ROP3,People Name,GENC,FIPS,FIPS of Origin,Latitude,Longitude,IMB Affinity Group,Not Engaged Anywhere,SPI,Strategic Priority Index,EGIDS
49169,South Asian Peoples,Tamil,Asia,Southern Asia,India,,Yatagiri,1,No,600,,tam,Tamil - (tam),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0213,113906,Yatagiri,IND,IN,,13.221805,79.101044,South Asian Peoples,Yes,0,Unengaged and Unreached,1
11807,South Asian Peoples,Tamil,Asia,Western Asia,Kuwait,Malaysia,Tamil,1,No,400,Yes,tam,Tamil - (tam),Islam,,,,Yes,Yes,No,Yes,Yes,Yes,5,Low,Partly Free,High,Moderate,Level 1: Exercise normal precautions,A012,C0213,113732,Tamil Hindu,KWT,KU,MY,29.31641,47.93668,South Asian Peoples,,0,Unengaged and Unreached,1
20958,South Asian Peoples,Tamil,Asia,South-Eastern Asia,Laos,,Tamoy,1,No,800,,lao,Lao - (lao),Ethnic Religions,,,,Yes,Yes,No,Yes,Yes,No,4,Strenuous,Not Free,High,Moderate,Level 1: Exercise normal precautions,A012,C0213,109793,Tamoy,LAO,LA,,20.67947,101.046752,Southeast Asian Peoples,Yes,0,Unengaged and Unreached,1
46928,South Asian Peoples,Tamil,Asia,South-Eastern Asia,Malaysia,,Indian Muslim,1,No,"270,000",,tam,Tamil - (tam),Islam,,,,Yes,Yes,No,Yes,Yes,Yes,5,Medium,Partly Free,High,High,Level 1: Exercise normal precautions,A012,C0213,109788,Tamil Muslim,MYS,MY,,3.027,101.7748,South Asian Peoples,Yes,0,Unengaged and Unreached,1
9351,South Asian Peoples,Tamil,Asia,South-Eastern Asia,Malaysia,,Tamil,4,Yes,"2,310,000",No,tam,Tamil - (tam),Hinduism,,,,Yes,Yes,No,Yes,Yes,Yes,5,Medium,Partly Free,High,High,Level 1: Exercise normal precautions,A012,C0213,113732,Tamil Hindu,MYS,MY,,2.713822,101.942859,South Asian Peoples,,2,No Longer Unreached,1
6166,South Asian Peoples,Tamil,Asia,Southern Asia,Maldives,Malaysia,Tamil,5,Yes,800,Yes,tam,Tamil - (tam),Islam,,,,Yes,Yes,No,Yes,Yes,Yes,5,Medium,Partly Free,Very High,High,Level 2: Exercise increased caution,A012,C0213,113732,Tamil Hindu,MDV,MV,MY,4.175933,73.514042,South Asian Peoples,,2,No Longer Unreached,1
22270,South Asian Peoples,Tamil,Americas,Caribbean,Martinique,Malaysia,East Indian,1,No,"1,100",Yes,gcf,Guadeloupean Creole French - (gcf),Christianity - Roman Catholic,,,,Yes,Yes,No,Yes,No,No,3,Medium,Free,Moderate,High,Caution,A012,C0213,115802,Tamil Christian,MTQ,MB,MY,14.612962,-61.082014,South Asian Peoples,Yes,0,Unengaged and Unreached,6a
9527,South Asian Peoples,Tamil,Asia,South-Eastern Asia,Myanmar,Malaysia,Tamil,2,Yes,"252,000",Yes,tam,Tamil - (tam),Hinduism - Other / Marginal,,,,Yes,Yes,No,Yes,Yes,Yes,5,Strenuous,Partly Free,Very High,High,Level 1: Exercise normal precautions,A012,C0213,113732,Tamil Hindu,MMR,BM,MY,16.829568,96.153822,Southeast Asian Peoples,,1,Engaged yet Unreached,1
442,South Asian Peoples,Tamil,Europe,Western Europe,Netherlands,Malaysia,Tamil,2,Yes,"8,300",Yes,tam,Tamil - (tam),Hinduism,,,,Yes,Yes,No,Yes,Yes,Yes,5,Little,Free,Low,Moderate,Level 1: Exercise normal precautions,A012,C0213,113732,Tamil Hindu,NLD,NL,MY,52.351992,4.883786,South Asian Peoples,,1,Engaged yet Unreached,1
11894,South Asian Peoples,Tamil,Asia,Western Asia,Oman,Malaysia,Tamil,1,No,"14,500",Yes,tam,Tamil - (tam),Islam,,,,Yes,Yes,No,Yes,Yes,Yes,5,Medium,Not Free,High,Low,Level 1: Exercise normal precautions,A012,C0213,113732,Tamil Hindu,OMN,MU,MY,23.617854,58.543795,South Asian Peoples,,0,Unengaged and Unreached,1
11910,South Asian Peoples,Tamil,Asia,Western Asia,Qatar,Malaysia,Tamil,1,No,"20,500",Yes,tam,Tamil - (tam),Islam,,,,Yes,Yes,No,Yes,Yes,Yes,5,Low,Not Free,High,Moderate,Level 1: Exercise normal precautions,A012,C0213,113732,Tamil Hindu,QAT,QA,MY,25.345308,51.503567,South Asian Peoples,,0,Unengaged and Unreached,1
15474,South Asian Peoples,Tamil,Africa,Eastern Africa,Reunion,Malaysia,Tamil,1,Yes,"94,500",Yes,tam,Tamil - (tam),Hinduism,,,,Yes,Yes,No,Yes,Yes,Yes,5,Medium,Free,Moderate,High,Caution,A012,C0213,113732,Tamil Hindu,REU,RE,MY,-20.908494,55.598712,South Asian Peoples,,1,Engaged yet Unreached,1
15483,South Asian Peoples,Tamil,Africa,Eastern Africa,Seychelles,Malaysia,Tamil,1,Yes,375,Yes,tam,Tamil - (tam),Hinduism,,,,Yes,Yes,No,Yes,Yes,Yes,5,Medium,Partly Free,Low,Low,Level 1: Exercise normal precautions,A012,C0213,113732,Tamil Hindu,SYC,SE,MY,-4.610118,55.450111,South Asian Peoples,,1,Engaged yet Unreached,1
10723,South Asian Peoples,Tamil,Asia,South-Eastern Asia,Singapore,Malaysia,Tamil,4,Yes,"385,000",Yes,tam,Tamil - (tam),Hinduism,,,,Yes,Yes,No,Yes,Yes,Yes,5,Little,Partly Free,High,Moderate,Level 1: Exercise normal precautions,A012,C0213,113732,Tamil Hindu,SGP,SN,MY,1.34686,103.85615,South Asian Peoples,,2,No Longer Unreached,1
42253,South Asian Peoples,Tamil,Asia,Southern Asia,Sri Lanka,,Indian Tamil,4,Yes,"1,010,000",,tam,Tamil - (tam),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Medium,Partly Free,High,High,Level 1: Exercise normal precautions,A012,C0213,104015,Indian Tamil,LKA,CE,,7.174,80.716,South Asian Peoples,,2,No Longer Unreached,1
42297,South Asian Peoples,Tamil,Asia,Southern Asia,Sri Lanka,,Sri Lankan Moor,1,Yes,"1,580,000",,tam,Tamil - (tam),Islam,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Medium,Partly Free,High,High,Level 1: Exercise normal precautions,A012,C0213,101949,Sri Lankan Moor,LKA,CE,,7.2966,81.6882,South Asian Peoples,,1,Engaged yet Unreached,1
6432,South Asian Peoples,Tamil,Asia,Southern Asia,Sri Lanka,Malaysia,"Tamil, Sri Lankan",5,Yes,"863,000",Yes,tam,Tamil - (tam),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Medium,Partly Free,High,High,Level 1: Exercise normal precautions,A012,C0213,113732,Tamil Hindu,LKA,CE,MY,9.710814,80.036915,South Asian Peoples,,2,No Longer Unreached,1
10925,South Asian Peoples,Tamil,Asia,South-Eastern Asia,Thailand,Malaysia,Indian,4,Yes,"38,500",Yes,tam,Tamil - (tam),Hinduism,,,,Yes,Yes,No,Yes,Yes,Yes,5,Medium,Not Free,Moderate,High,Level 1: Exercise normal precautions,A012,C0213,113732,Tamil Hindu,THA,TH,MY,13.825073,100.566432,South Asian Peoples,,2,No Longer Unreached,1
22261,South Asian Peoples,Tamil,Europe,Northern Europe,United Kingdom,Malaysia,Tamil,4,Yes,"47,000",Yes,sin,Sinhala - (sin),Hinduism,,,,Yes,Yes,No,Yes,Yes,No,4,Little,Free,Moderate,High,Level 2: Exercise increased caution,A012,C0213,113732,Tamil Hindu,GBR,UK,MY,51.421424,0.121174,South Asian Peoples,,2,No Longer Unreached,1
621,South Asian Peoples,Tamil,Europe,Northern Europe,United Kingdom,Malaysia,"Tamil, Ceylon ",5,Yes,"37,500",Yes,tam,Tamil - (tam),Hinduism,,,,Yes,Yes,No,Yes,Yes,Yes,5,Little,Free,Moderate,High,Level 2: Exercise increased caution,A012,C0213,113732,Tamil Hindu,GBR,UK,MY,51.526595,0.149633,South Asian Peoples,,2,No Longer Unreached,1
47226,South Asian Peoples,Tamil,Americas,Northern America,United States,Malaysia,Tamil,4,Yes,"108,000",Yes,tam,Tamil - (tam),Hinduism,,,,Yes,Yes,No,Yes,Yes,Yes,5,Little,Free,Moderate,High,Caution,A012,C0213,113732,Tamil Hindu,USA,US,MY,40.410634,-74.394548,South Asian Peoples,,2,No Longer Unreached,1
11307,South Asian Peoples,Telugu,Asia,Western Asia,Bahrain,Myanmar,Telugu,1,No,"29,000",Yes,tel,Telugu - (tel),Islam,,,,Yes,Yes,No,Yes,Yes,Yes,5,Low,Not Free,Moderate,Low,Level 1: Exercise normal precautions,A012,C0214,109930,Telugu,BHR,BA,BM,26.218946,50.536437,South Asian Peoples,,0,Unengaged and Unreached,2
1213,South Asian Peoples,Telugu,Asia,Southern Asia,Bangladesh,Myanmar,Telugu,1,Yes,"133,000",Yes,tel,Telugu - (tel),Hinduism,,,,Yes,Yes,No,Yes,Yes,Yes,5,Strenuous,Partly Free,High,Very High,Level 2: Exercise increased caution,A012,C0214,109930,Telugu,BGD,BG,BM,23.915792,90.266589,South Asian Peoples,,1,Engaged yet Unreached,2
43486,South Asian Peoples,Telugu,Americas,Northern America,Canada,Myanmar,Telugu,1,No,"16,000",Yes,tel,Telugu - (tel),Hinduism,,,,Yes,Yes,No,Yes,Yes,Yes,5,Little,Free,Low,Moderate,Level 1: Exercise normal precautions,A012,C0214,109930,Telugu,CAN,CA,BM,43.6401,-79.6269,South Asian Peoples,,0,Unengaged and Unreached,2
49413,South Asian Peoples,Telugu,Asia,Southern Asia,India,,Accukattavandlu,1,No,"11,000",,tel,Telugu - (tel),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0214,117692,Accukattavandlu,IND,IN,,16.998786,81.800167,South Asian Peoples,Yes,0,Unengaged and Unreached,2
49197,South Asian Peoples,Telugu,Asia,Southern Asia,India,,Adi Andhra,4,Yes,"277,000",,tel,Telugu - (tel),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0214,111264,Adi Andhra,IND,IN,,17.32125,82.040714,South Asian Peoples,,2,No Longer Unreached,2
49514,South Asian Peoples,Telugu,Asia,Southern Asia,India,,Agnikula Kshatriya,1,No,"373,000",,tel,Telugu - (tel),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0214,117733,Agnikula Kshatriya,IND,IN,,17.684511,83.216553,South Asian Peoples,Yes,0,Unengaged and Unreached,2
49622,South Asian Peoples,Telugu,Asia,Southern Asia,India,,Aguru,1,No,"17,500",,tel,Telugu - (tel),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0214,117773,Aguru,IND,IN,,18.396608,83.336189,South Asian Peoples,Yes,0,Unengaged and Unreached,2
49501,South Asian Peoples,Telugu,Asia,Southern Asia,India,,Aiyarakulu,1,No,"602,000",,tel,Telugu - (tel),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0214,117727,Aiyarakulu,IND,IN,,18.435128,84.019536,South Asian Peoples,Yes,0,Unengaged and Unreached,2
49160,South Asian Peoples,Telugu,Asia,Southern Asia,India,,Arakala,1,No,325,,tel,Telugu - (tel),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0214,111356,Arakala,IND,IN,,18.106658,83.395551,South Asian Peoples,Yes,0,Unengaged and Unreached,2
41381,South Asian Peoples,Telugu,Asia,Southern Asia,India,,Arunthathiyar,2,Yes,"1,035,000",,tel,Telugu - (tel),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0214,111364,Arunthathiyar,IND,IN,,11.677273,78.010456,South Asian Peoples,,1,Engaged yet Unreached,2
41668,South Asian Peoples,Telugu,Asia,Southern Asia,India,,Bagata,2,Yes,"167,000",,tel,Telugu - (tel),Ethnic Religions,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0214,111411,Bagata,IND,IN,,18.18042,82.801348,South Asian Peoples,,1,Engaged yet Unreached,2
41338,South Asian Peoples,Telugu,Asia,Southern Asia,India,,Balija,1,Yes,"1,475,000",,tel,Telugu - (tel),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0214,111442,"Balija, Hindu",IND,IN,,13.148564,77.689437,South Asian Peoples,,1,Engaged yet Unreached,2
49593,South Asian Peoples,Telugu,Asia,Southern Asia,India,,Bandollu,1,No,"26,500",,tel,Telugu - (tel),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0214,117770,Bandollu,IND,IN,,17.279294,82.396711,South Asian Peoples,Yes,0,Unengaged and Unreached,2
49005,South Asian Peoples,Telugu,Asia,Southern Asia,India,,Bangti,1,No,250,,ben,Bengali - (ben),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0214,111450,Bangti,IND,IN,,19.9,83.17,South Asian Peoples,Yes,0,Unengaged and Unreached,1
41319,South Asian Peoples,Telugu,Asia,Southern Asia,India,,Bania (Telugu) - Vaishya/Komati,1,Yes,"3,160,000",,tel,Telugu - (tel),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0214,115178,"Bania, Trivarnika Vaisya",IND,IN,,17.835935,82.944789,South Asian Peoples,,1,Engaged yet Unreached,2
47992,South Asian Peoples,Telugu,Asia,Southern Asia,India,,"Bania, Agarwal (Telegu)",1,No,"508,000",,mtr,Mewari - (mtr),Hinduism,,,,Yes,Yes,Yes,Yes,No,Yes,5,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0214,116378,"Bania, Agarwal, Telugu",IND,IN,,17.385044,78.486671,South Asian Peoples,Yes,0,Unengaged and Unreached,5
41515,South Asian Peoples,Telugu,Asia,Southern Asia,India,,Bazigar,2,Yes,"436,000",,pan,Panjabi - (pan),Hinduism,Yes,2,Service or Trade,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0214,111489,"Bazigar, Hindu",IND,IN,,30.524501,75.883008,South Asian Peoples,,1,Engaged yet Unreached,2
41871,South Asian Peoples,Telugu,Asia,Southern Asia,India,,Bedar,5,Yes,"22,500",,hin,Hindi - (hin),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0214,111507,"Bedar, Hindu",IND,IN,,26.261664,82.070992,South Asian Peoples,,2,No Longer Unreached,1
41718,South Asian Peoples,Telugu,Asia,Southern Asia,India,,Bestha ,1,No,"412,000",,tel,Telugu - (tel),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0214,116238,Bestha,IND,IN,,12.314912,76.648165,South Asian Peoples,Yes,0,Unengaged and Unreached,2
49552,South Asian Peoples,Telugu,Asia,Southern Asia,India,,Bhatrajulu,1,No,"67,500",,tel,Telugu - (tel),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0214,117754,Bhatrajulu,IND,IN,,15.891447,79.743808,South Asian Peoples,Yes,0,Unengaged and Unreached,2
41369,South Asian Peoples,Telugu,Asia,Southern Asia,India,,Bhovi,2,Yes,"1,220,000",,tel,Telugu - (tel),Ethnic Religions,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0214,116240,Bhovi,IND,IN,,13.387237,77.86522,South Asian Peoples,,1,Engaged yet Unreached,2
42013,South Asian Peoples,Telugu,Asia,Southern Asia,India,,Bindla,1,No,"16,000",,tel,Telugu - (tel),Ethnic Religions,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0214,111622,Bindla,IND,IN,,17.052389,79.267181,South Asian Peoples,Yes,0,Unengaged and Unreached,2
49523,South Asian Peoples,Telugu,Asia,Southern Asia,India,,Bolla,1,No,"215,000",,tel,Telugu - (tel),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0214,117738,Bolla,IND,IN,,17.385044,78.486672,South Asian Peoples,Yes,0,Unengaged and Unreached,2
41305,South Asian Peoples,Telugu,Asia,Southern Asia,India,,Boya,3,Yes,"9,520,000",,tel,Telugu - (tel),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0214,111690,Boya,IND,IN,,14.880433,77.461202,South Asian Peoples,,1,Engaged yet Unreached,2
45956,South Asian Peoples,Telugu,Asia,Southern Asia,India,,Brahman (Telugu),1,Yes,"3,785,000",,tel,Telugu - (tel),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0214,115766,"Brahman, Telugu",IND,IN,,18.013155,79.551324,South Asian Peoples,,1,Engaged yet Unreached,2
42055,South Asian Peoples,Telugu,Asia,Southern Asia,India,,Budakukkala,1,No,"22,000",,tel,Telugu - (tel),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0214,115139,Budabukkala,IND,IN,,16.1667,81.1333,South Asian Peoples,Yes,0,Unengaged and Unreached,2
41825,South Asian Peoples,Telugu,Asia,Southern Asia,India,,Byagara,4,Yes,"15,500",,tel,Telugu - (tel),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0214,111738,Byagara,IND,IN,,17.621474,78.082546,South Asian Peoples,,2,No Longer Unreached,2
49495,South Asian Peoples,Telugu,Asia,Southern Asia,India,,Chakali,1,Yes,"2,280,000",,tel,Telugu - (tel),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0214,117723,"Chakali, Chakala",IND,IN,,11.131822,78.637378,South Asian Peoples,,1,Engaged yet Unreached,2
49541,South Asian Peoples,Telugu,Asia,Southern Asia,India,,Cippollu,1,No,"116,000",,tel,Telugu - (tel),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0214,117749,Chippollu,IND,IN,,17.974439,79.919269,South Asian Peoples,Yes,0,Unengaged and Unreached,2
41849,South Asian Peoples,Telugu,Asia,Southern Asia,India,,Dakkala,1,Yes,"4,000",,tel,Telugu - (tel),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0214,111875,Dakkal,IND,IN,,18.301193,83.894949,South Asian Peoples,,1,Engaged yet Unreached,2
47933,South Asian Peoples,Telugu,Asia,Southern Asia,India,,Darji (Telugu),3,Yes,"406,000",,tel,Telugu - (tel),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0214,116435,"Darzi, Telugu",IND,IN,,17.973495,79.592685,South Asian Peoples,,1,Engaged yet Unreached,2
49519,South Asian Peoples,Telugu,Asia,Southern Asia,India,,Dasari,1,No,"234,000",,tel,Telugu - (tel),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0214,117736,Dasari,IND,IN,,15.885953,79.729639,South Asian Peoples,Yes,0,Unengaged and Unreached,2
41503,South Asian Peoples,Telugu,Asia,Southern Asia,India,,Devanga,1,Yes,"612,000",,tel,Telugu - (tel),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0214,115663,Devanga,IND,IN,,13.0324,77.5612,South Asian Peoples,,1,Engaged yet Unreached,2
47926,South Asian Peoples,Telugu,Asia,Southern Asia,India,,Dhobi (Telugu),2,Yes,"126,000",,tel,Telugu - (tel),Islam,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0214,116450,"Dhobi, Telugu",IND,IN,,16.831868,82.030984,South Asian Peoples,,1,Engaged yet Unreached,2
48171,South Asian Peoples,Telugu,Asia,Southern Asia,India,,Dudekula,1,No,"46,500",,tel,Telugu - (tel),Islam,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0214,111997,Dudekula,IND,IN,,13.557083,78.998701,South Asian Peoples,Yes,0,Unengaged and Unreached,2
49635,South Asian Peoples,Telugu,Asia,Southern Asia,India,,Durga Murga,1,No,"1,100",,tel,Telugu - (tel),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0214,112002,Durgamurgi,IND,IN,,15.4559,75.008611,South Asian Peoples,Yes,0,Unengaged and Unreached,2
49688,South Asian Peoples,Telugu,Asia,Southern Asia,India,,Eneti Dora,1,No,"7,700",,tel,Telugu - (tel),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0214,117787,Eneti Dora,IND,IN,,18.813014,82.712531,South Asian Peoples,Yes,0,Unengaged and Unreached,2
42102,South Asian Peoples,Telugu,Asia,Southern Asia,India,,Gandalla ,1,No,"21,500",,tel,Telugu - (tel),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0214,116247,Gandalla,IND,IN,,14.467354,78.824134,South Asian Peoples,Yes,0,Unengaged and Unreached,2
49620,South Asian Peoples,Telugu,Asia,Southern Asia,India,,Gangireddula,1,No,"18,000",,tel,Telugu - (tel),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0214,117788,Gangireddula,IND,IN,,17.394372,78.766272,South Asian Peoples,Yes,0,Unengaged and Unreached,2
41811,South Asian Peoples,Telugu,Asia,Southern Asia,India,,Garpagari,1,No,"26,500",,mar,Marathi - (mar),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,No,5,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0214,112077,Gandla,IND,IN,,21.137593,79.082536,South Asian Peoples,Yes,0,Unengaged and Unreached,2
49205,South Asian Peoples,Telugu,Asia,Southern Asia,India,,Godari,1,No,"1,100",,tel,Telugu - (tel),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0214,112125,Godari,IND,IN,,17.686816,83.218482,South Asian Peoples,Yes,0,Unengaged and Unreached,2
49206,South Asian Peoples,Telugu,Asia,Southern Asia,India,,Godda,1,No,"6,500",,tcy,Tulu - (tcy),Hinduism,,,,Yes,Yes,Yes,Yes,No,No,4,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0214,112127,Godda,IND,IN,,12.843781,75.247906,South Asian Peoples,Yes,0,Unengaged and Unreached,5
42111,South Asian Peoples,Telugu,Asia,Southern Asia,India,,Gosangi,1,No,"27,500",,tel,Telugu - (tel),Ethnic Religions,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0214,112145,"Gosangi, Hindu",IND,IN,,18.438555,79.128841,South Asian Peoples,Yes,0,Unengaged and Unreached,2
42106,South Asian Peoples,Telugu,Asia,Southern Asia,India,,Handi Jogi,4,Yes,"22,500",,kan,Kannada - (kan),Ethnic Religions,,,,Yes,Yes,Yes,Yes,Yes,No,5,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0214,112231,Handi Jogi,IND,IN,,12.289954,76.628101,South Asian Peoples,,2,No Longer Unreached,2
41331,South Asian Peoples,Telugu,Asia,Southern Asia,India,,Idiga,3,Yes,"73,000",,tel,Telugu - (tel),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0214,115635,Idiga,IND,IN,,13.341438,77.103071,South Asian Peoples,,1,Engaged yet Unreached,2
49013,South Asian Peoples,Telugu,Asia,Southern Asia,India,,Irika,1,No,650,,tel,Telugu - (tel),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0214,112277,Irika,IND,IN,,20.462521,85.88299,South Asian Peoples,Yes,0,Unengaged and Unreached,2
42152,South Asian Peoples,Telugu,Asia,Southern Asia,India,,Jaggali,5,Yes,"8,200",,tel,Telugu - (tel),Hinduism - Other / Marginal,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0214,112283,Jaggali,IND,IN,,19.308922,84.788237,South Asian Peoples,,2,No Longer Unreached,2
47964,South Asian Peoples,Telugu,Asia,Southern Asia,India,,Jains (Telugu) ,1,No,"50,000",,tel,Telugu - (tel),Other Religions - Jainism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0214,116469,"Jain, Telugu",IND,IN,,17.496502,78.443577,South Asian Peoples,Yes,0,Unengaged and Unreached,2
49695,South Asian Peoples,Telugu,Asia,Southern Asia,India,,Jakkula,1,No,"1,800",,tel,Telugu - (tel),Hinduism,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A012,C0214,117795,Jakkula,IND,IN,,16.306633,80.436542,South Asian Peoples,Yes,0,Unengaged and Unreached,2
